Rating,BusinessId,Text,UserId,City,_id,Image_id
2,tsujita-la-artisan-noodle-los-angeles-2,"was that it ?this is probably the most anti-climactic food experience i 've ever had .far and wide i 've heard all about the infamous tsujita being the best ramen in town .so , naturally , i had to try it .but the minute i took my first bite , my face distorted itself into a mangled look of confusion .and the only words my brain could mutter were , `` is that it ? ''all this time i thought i was off to see the wonderful ramen of sawtelle ( the wizard of oz ) , when in reality , it was just a normal ramen behind a green curtain .tonkotsu ( thinner noodles ) smells like cat piss ( very strong ) , and i liked the tsukemen ( dipping noodles , noodles are more thick , broth is richer ) better .i 've had better ramen , so i sadly will not be returning .i am , however , glad i got to try it for myself .and i would like to add that all of my other friends liked it , so it may not be a bad idea to try it and see for yourself if you like it .good luck !",rJnAjH5cPyPs75DOJjCx7w,Los Angeles,iCP_Kl_DF6ySSYiM5gFOWQ,N-8fWvRr7lA-AoTW7wX4Pg
4,beetle-house-la-los-angeles,had a good time at the bar with a couple of my friends .we love the tim burton movies and did n't go in with any expectations but it turned out to be pretty fun .the place had awesome decorations and the character portrayals were pretty good !i was very impressed .i tried the drink alice 's cup of tea which was pretty good but i loved this is halloween .very good and definitely recommend it .if you like fall flavors like pumpkin and caramel apple you 'll love it .the music was also pretty good .it fit the theme and was very enjoyable .the only complaint i have is that one of the bartenders was n't very friendly but other than that the staff was very nice .,fQS1XUIed6zbjCz8aybxQA,Los Angeles,GieXvnSmkppHujktaj3IFw,X4HvsPWWfPiDpHfYghMZsw
4,asian-grill-east-rutherford,"still love it here !hibachi dinners are great value and you get tons of food .each comes with a cup of their tempura flake chicken soup , salad with ginger dressing , grilled shrimp served with two dipping sauces , choice of rice , veggies and your protein , and a scoop of ice cream .sushi has gotten much better as well .it still can be a rather large roll requiring two bites per piece , but not all the rolls are like this .my recent fave was their special hawaiian roll with shrimp , tuna , pineapple , and macadamia nuts .i still do n't like their bland fried rice , but after dining here at least 30 times over the years since my last review , i 've found some new faves .my pink panther roll was great today too along with a shared bowl of cantonese pork wonton and noodle soup !bonus : often you get ice cream or fruit on the house for dessert !i look forward to many more meals here !",bL1-UIKzOs0unplu2s0VdQ,New York,IH8FeqmaVTvBF-ojSOFKag,FdxGG8ezLdfKyxA7TZb2tg
2,beverly-soon-tofu-restaurant-los-angeles,"i came here with high hopes due to the high number of reviews and the high ratings.but i was a bit disappointed .i would give this place 2.5 stars .( 1 ) kimchi was over-fermented .i noticed the taste at the very first bite and was n't a fan instantly .for people who do n't know what it tastes like , it tastes extra acidic , extra sour , and reminds me of eating certain spoiled food .as i am about to review this restaurant , i also see a post from 2010 that mentioned the same thing so it definitely was n't just me !i have read that over-fermented kimchi may just be an acquired taste so that was an important lesson from this experience .( 2 ) ban chan was n't that impressionable .6 dishes ( excluding the tofu appetizer ) .my favorite was the potatoes .rice came in a regular bowl ( not stone pots ) .most likely wo n't be returning .",DRH27qFWsNjMF6dMBwOMGg,Los Angeles,FrVz-Akvuml-Is9naMcDYw,lBBjcWIfoHpySZmLrYFcpQ
5,izakaya-hachi-torrance,"for my 1,000th review , i wanted to share an authentic izakaya in torrance .btw , izakaya means `` stay '' and drink `` sake '' .additionally , in japanese society , workers are expected to participate in `` nomikai '' .nomikai is a social gathering for co-workers , which is generally held at an izakaya .on a separate note , i poke fun at the ujp ( ultimate japanese playa : greg t ) , but that ful knows his j food !so when i heard him say this place has the best j food in so ca , i said i got ta hit this place !izakaya hachi is on carson , near cabrillo .between two of us , we ordered 3 kumamoto oysters ( $ 4.25/each ) , 3 fanny bay oysters ( $ 3.50/each ) , horse mackerel sashimi ( 1/4 - $ 14 ) , pork cheek w/ yuzu pepper ( $ 8.50 ) , grilled outside skirt steak ( $ 13.50 ) , grilled liver ( $ 9.50 ) , chicken karaage , grilled hamachi ( $ 9.50 ) , and uniae ( ika & uni - $ 9.25 ) .to wash it all down , we had two pitchers of asahi ( $ 19.25 ) , and a botttle of kikusui sake ( $ 24 ) .first of all , the oysters were excellent .who cares that they were highly priced .they were uber fresh ( as if the ocean was behind the restaurant ) , and an excellent way to start the meal : 5+++ stars .secondarily , the makerel was outstanding .it was super fresh , and you could really taste the fish .forget drowning it in shoyu and wasabi .put a little sashimi shoyu ( lighter vs regular shoyu ) on , and enjoy the fish : 5 +++ stars .thirdly , the pork cheek was fantastic .most izakayas overcook the meat , but not here .it was super tender , and stood on its own : 5 stars .fourthly , the steak was a winnah .it was nicely marinated , super tender , and did not need the sauce that came w/ it : 5 stars .fifthly , most people hate liver because it is dry and grisly .this liver was just the opposite , and did not require gravy .it too was nicely marinated and required no sauce : 5 stars .sixth of all , the karaage was very good .it was n't overcooked and came out piping hot : 4 stars .the seventh item , the grilled hamachi was equally outstanding to many prior dishes .it had a teri glaze , and it was nice and moist : 5 stars .lastly , the uniae was a great way to end the meal .it was sweet , and acted as `` dessert '' .it came w/ nori , the saltiness of which contrasted nicely w/ the sweetness of the ika & uni : 5 stars .regarding the ambiance , it was traditonal japanese .however , despite the space being small , we had no problem hearing one another : 5 stars .the service ?well , it was excellent .the waitresses were super nice & friendly , the dishes came out quickly , and our plates were cleared away promptly .in addition , the beer glasses were frosty and the sake nice and cold .last of all , there was a little note addressed to me where we sat at the bar , letting us know the types of oysters & sashimi available : 5+++ stars .if there is a better izakaya in southern california , i would like to know where .greg t and i finally agree on something - lmao !i have been to many izakaya : kappo honda , honda ya , et al .however , izakaya hachi is ichiban , no ka oi ( numbah # 1 ) , or po'okela ( the best of the best ) !there were so many unique items , and each one was executed to perfection .i ca n't wait to return !",o1_sfJ71nrq5QrF00v3Icw,Los Angeles,S3yigMj0Mox6exijQ-vrhg,lmSQpeeRhVUUCWOF_jfhkQ
4,koja-kitchen-berkeley-2,"i love the kamikaze fries , very tasty .i can eat that alone .the rice for the chicken koja is hard , i am not sure if that is their standard , but i do n't like it .i like the chicken bowl better , it is like the rice plate , it comes with the regular rice , not koja .fyi , they have special rate for uc berkeley student .",z-rK37_r43gh6orUcPqohA,San Francisco,bPrVLf5QQXbq_qMtdqNMPw,FRiYosilAJJwxiDHF8ShEA
5,raagini-baldwin,"terrific food and service at this quaint baldwin indian .every dish ordered was flavorful , complex and fresh .spice level was exactly what was requested .nothing but empty bowls of food when we left .it 's a good thing i snapped those yelp photos to remember .most definitely will return .be warned though that they are a bit pricier than some of their competitors over in hicksville .they have an e-club where they will send you promotional offers .the waiter mentioned also they run a nice lunch special for just over $ 10.00 .wife and i both agreed they earned five stars the right way .",EG0o_UpcRjb2cvxAreMIMA,New York,lgMBGQon10w0AgQzIG3JKQ,6GZnxD8RzheNTuDR1ArYUw
1,kuma-inn-new-york,"i do n't give out one star reviews lightly .please read this entire review of your considering this place for a meal .so many things went wrong with this night , and i 'm pretty amazed by it .we came in at 8pm on a tuesday with a reservation for 11 people .it was a hot night and it 's a small space with one air conditioner .you would think the ac would be blasting to cool down the one room restaurant , but they did n't turn on the ac until we requested it .at that point i was sweating through my clothes .even after the ac was turned on , we did n't benefit because we are placed to the far side of the room , where there was no air flow .there was also another large party that started dinner at 7:30pm .normally i would n't care , but kuma inn apparently does n't have enough food for two large parties .out of the 8 dishes we originally ordered ; 4 were unavailable because the other party ordered the last of it .to make matters worse , before we ordered , i explicitly told the waitress we were splitting the bill between the two tables , as it would be hard to pass things around etc .she acknowledged this , but at the end of the meal , she told us it was all on one bill .sadly , because we were a party of over 6 people , gratuity is included .for a cash only business , they also charge tax .here 's the kicker for their extra charges though : for cakes ; $ 2 fee per slice .for wine /beer : $ 5 corkage for a standard bottle of wine and $ 1 per beer .now , they did n't tell us they would charge us for twisties , but they do .and if you bring a larger bottle of wine , the fee is $ 10 .the cake fee was n't explained until the cake was brought there .the $ 10 wine fee was n't explained until the bill came .and i have n't even told you about the food .the chicken wings were dry the rice crepes are essentially cheurng fun from dimsum carts but griddled .not bad , but i can get this for $ 2 the mussels were ok , but flavor was standard the deep fried pork was ok , but with huge chunks of fat with no real flavor octopus was actually the best part of the meal because the sauce was bright lumpia was also standard seared tuna was nothing special the food itself is very meh for a very high price , but the entire experience warrants a negative star .",OUt5Oe03BfSsOt-pPpb9Yg,New York,u5bS1k01KkpgMxzjfARXMg,r5GSlEz_73PLJuvHf3KL2w
1,sugar-free-markets-los-angeles-2,too expensive and no prices listed or on the receipt no itemized receipts makes me uncomfortable .food tastes dry and like fake sugar will not come back due to the pricey nature and no itemized receipt .make your prices clear please .i bought chocolate chip cookies and it 's the worst cookies i have tried in a long time absolutely gross .the coconut cream pies taste like they used cool whip soy oil taste .the chocolate chip muffins are flat hard and dry .the only thing that was edible was the apple walnut muffins .waste of 50.00 all of this is going into the trash .my child was with my and i had to watch her i felt like they over charged me thinking i would n't pay attention and multiple times she was avoiding giving a receipt watch out dishonest practice .i hope they improve there recipes and be more honest with the prices .,OZXTOO9GoNPBJcrWYwu_IQ,Los Angeles,NI6o-96nMWksKzfCqe2Dww,OHJ3LQjbWQJZoU4P3pOAzw
2,leos-tacos-truck-los-angeles-6,i 'm a little disappointed .3 out of 4 times i 've stopped by the truck was there .i 'm guessing they pack up early once it starts to slow down .during my last visit i paid for 12 tacos and also a quesadilla .as i was about to start eating i noticed that i was missing 6 tacos .i had ordered 6 asada and 6 al pastor but only received 3 of each .the al pastor did n't taste the same as it usually does and it was missing the piece of pineapple on top .be careful if you get your food togo because they pack your food in a small foil pouch .needless to say i will always be checking my orders from now on .,EaLR6PV3w185dmujQgfNqA,Los Angeles,VYUKSMjMDWPtBk50XfPf0g,36_pBsCKFDDfnSuBpx8rWw
4,bacon-bacon-san-francisco-5,"found this place on trip advisor and decided to check it out !as you would guess with the name of the restaurant , everything pretty much has bacon in it .i got the bacon and pulled pork burrito which was pretty good !it looks small , but it 's much more filling than you would expect .had a glass of fresh orange juice on the side also .perfect quick breakfast meal !the restaurant is pretty small and there is limited seating , so if it was a busy day you might need to take it to go .also , it 's in a residential area so good to walk to but no parking besides street parking .neat little hole in the wall restaurant !would definitely come back if i was in the area .staff was very friendly .",lRZxTs3CEuIve1NSuPWmwg,San Francisco,2buEPrddZqsvIHR4YDlOZw,vUJEJtyeiOvTJHYgorUeYg
2,tokyo-teriyaki-and-sushi-la-mirada,"is that dirt ? !there is black dust particles in various places of my to go box ? ? !baked salmon to go has dust/dirt particles in plain sight .i only wonder what is in the food , what i can not see .",GlvQ2q1TtrL44mA715Swyw,Los Angeles,THhpDs8GMGY0WcFVEHZu8g,n23E9AoU0EzejKNmFsqlJg
3,paris-baguette-los-angeles,"this location is very convenient for me since it is located across the street from han kook supermarket so i can just walk over after i am finished with my grocery shopping to pick up some pastries .i have been coming to the location for a while but have not been for the past 6 or more months .one thing that i have noticed on this visit is that the floor is very dirty and the tables have not been cleaned .that is sad because it used to be very orderly and clean .they still have the same pastries and cakes that used to sell before and they still taste as good as i remembered them .the cleanliness and overall appearance of the place though has caused some concerns .the servers are okay- nice and friendly as well as helpful though some does n't not have much idea on their products or the prices .some of the pastries did not have any price so i asked one of the server and she had to go back in the back to ask someone for the prices .also , she had to make several trips to get all of the prices .i do think they need to get their act together especially since there are plenty of other cafe and bakery in the area- tom n toms that located within the same strip mall and bosco located inside han kook supermarket .they have free parking in the parking lot that is shared by a few other businesses in the strip mall so it gets congested easily .there are also metered street parking in the area .there are a couple of outdoor seating areas as well as a few indoor seating areas .overall , the place is still good but i had to deduct 1 star for the dirty floor and tables .will probably be a while before i come back again- maybe when i have forgotten how dirty the floors and tables were : )",SduAaBu_SSBoHzRKAOXmpw,Los Angeles,nj_KOv9aH0AopWkhmRYtgw,ZPMflQgRZECgFN3WYz6T6Q
5,da-nang-quan-oakland-4,"okay so i have a favorite bun bo hue place already , and i usually do n't stray but my mom brought me here with a promise that their food was on point and if you want a tl : dr i 'm happy to announce that this place is definitely on point .the service was fast and friendly , the place was clean .which i find is rare out in that part of oakland .the portions were generous , the only thing keeping me from coming back weekly is that parking is a b* .we came here for early lunch and the place quickly filled up but it never got overwhelming .i already recommended this place to a few people and so far everyone agrees that this place is a must try .",DVPAP_fPsUcAhlkcmY5Yow,San Francisco,t11WDuTPEWE8s7nxeqOg4g,oYJaHXazgzlN1iOFFez9rQ
3,foragers-table-new-york-3,"a cute modern spot that embraces the farm to table trend .i came with my boyfriend on a sunday around 11 a.m. and was able to snag a high table immediately without a reservation .if you want a table or have a bigger group it would be better to make a reservation .forager 's crepinette- pastured pork , sunnyside up foragers farm egg , sweet & sour apple , rosemary potatoes .this dish was really good .i loved the pork and the rosemary potatoes .salmon tartine- i did n't really like the tartness from the veggies in this dish .the smoked salmon was good though .chelsea drink- one of the green juices .tasted nutritious but a bit pricey for what it is .i saw a lot of people getting the ricotta pancakes and they looked so good .i wish i had gotten that instead of the salmon tartine .i 'll be back just to try the pancakes .",7xgCxQ0tBhVpKLWSXZ_tzQ,New York,LM1I2Synl-F6saLRQFrxuw,RUMAOCCs-B0LjBV_t-p_QQ
1,original-roadhouse-grill-long-beach,"after years of bypassing this place i finally stopped in for lunch .the food is okay and the service is friendly but not attentive ; make sure you carefully check your bill as they are prone to errors in their rush ( more on that later ) .this is one of those places where , once you are seated , they bring you a small bucket of peanuts to munch on and you throw the shells on the floor .you would rightly assess that this is also the sort of place that brings you large portions of food .i ordered the pulled pork sandwich .it came with a choice of one side and there were about 10 to choose from ; i picked a house salad .a delicious warm biscuit was brought out with some honey butter followed by my salad .the salad was standard - a solid typical american salad - nothing out of the ordinary but good .the pulled pork sandwich came out relatively quickly , even before i 'd finished the salad .the bun was huge and was simply too much bread .about halfway through the sandwich i removed the top and ate it open-faced .the pork was slathered in a delicious bbq sauce - slightly sweet with a bit of tanginess and a tiny bit of heat .unfortunately that was all i could taste - i searched for the smokey pork flavor but could n't find it .the texture of the pulled pork was kinda mushy which i did n't care for .i got occasional hints of flavor from the coleslaw on the sandwich but again the bbq sauce pretty much overpowered it .at least the coleslaw provided some textural crunch .service was acceptable up until this point considering they were obviously understaffed .when my credit card was brought back with the bill , the amount was well over double the actual cost .it took me 15 minutes to get my server 's attention to supposedly rectify the situation which was rather frustrating .she assured me the wrong charges had been reversed and the correct charge processed .but when i got home i checked and the incorrect charges were applied to my account and no correction was made.ugh , what a nightmare .several days after contacting my credit card company and the manager of the restaurant the correct charge was processed .wish i had kept bypassing this place and will continue to bypass them in the future .",0CKo5RHHoN6AI7vSMnKV_g,Los Angeles,pvocmRFgimDr99m23j7efw,fa94aibNHjDgCnafEAsNHg
1,foo-foo-tei-hacienda-heights,"i was so excited to try this place we drove a good 40 minutes for the perfect bowl of ramen and it just did n't live up to the hype .not even close .parking is terrible , although they have their own parking lot ; it was packed and there were several people waiting outside so we ended up parking down the main street and walking to the restaurant .it 's not located in the best area so i was a little hesitant about leaving our car .yes , the wait is long so be prepared to wait at least 35min on the weekend .i chose not to get the # 17 , although it seemed to be the most popular because i 'm not into thick and creamy soups , so i got the # 13 pork miso and tried some of the # 19 seafood .there were a ton of veggies which was nice at first and then they almost became too much and the broth was so bland , i tried adding chili oil but it just tasted like spicy salt water .the pork slices were super thin and i know pork is n't the most tender of meats but this one felt really tough and dry .so between the looooong wait , bad parking and disappointing ramen that ended up making me sick later , i doubt i 'll ever be back .",BtTTeN8S42fWYXqjjdgyZw,Los Angeles,jICpcY3g6qOQObjnk-zsYw,QgbJe0Rym4nG9Oa56mhY6A
3,lauritas-mexican-food-gardena,"this place is not as bad as everyone here says it is .the burrito that i received was decent sized , not a behemoth , but it suited my appetite .i left feeling full .love their red sauce .it was simple and basic .the carnitas were nothing to rush over here for but all in all the burrito was not bad .tell you what was : the price .it was almost $ 9 for the burrito that i had .it had nothing special inside of it .no guac , no onions , no pico .it was just carnitas , beans , cheese , and rice .wet .i remember thinking , `` i could get a burrito for three times the size at chipotle . ''however , the experience was not bad .i would return though i have a feeling that it would n't be for quite some time .they close early too : 6:45 p.m .i think .worth trying but it is a gamble .",vc9F-BWLxooluLzV2jAeMA,Los Angeles,FIMRP7mkq6ojj8q80OcsmQ,dAy6S9JT38KMjxfIniynQA
2,new-golden-gate-boston-2,"new golden gate is your typical average chinese restaurant .there was nothing memorable about it .however , i loved their fried pork intestines compared to that of gourmet dumpling house 's .it goes very well with a sweet and sour sauce that they give you .i ca n't help but notice how greasy their food was compared to other restaurants like jade garden .the restaurant is quite small , but still have huge tables available for big parties .it 's not the cleanest restaurant , but what do you expect from chinatown ?i am extremely sensitive to certain msg depending on how much they put it in ( it makes me feel bloated and really out-of-it ) and new golden gate definitely overpowers it .i felt like crap afterwards .i did n't even stuff my face .i do n't think i would be back just because of the msg .i 've been to plenty of other chinese restaurants and i feel fine afterwards .i 'll probably be back for their pork intestines though .so yum .",nJVS18mJIB1hCHq1YsFbUQ,Boston,iEasnM1j2Z2QMiFQv2nOvQ,nlDcRGMSRb3LUcKBeKmf_w
3,turners-seafood-grill-melrose,table too small calamari - small portion and does not taste good .raw oyster taste fresh my crabcake is undercook and very cold in the middle .i picked a choose your own linguine with marinara sauce and chopped clam and it was okay .i did n't like the clams but the sauce was okay .i gave three stars because there was a long wait and the food does n't worth the 1 hour wait .,wih8wTUON3uZzr6nlgDRJA,Boston,ivrQKTMeb1GtfDF0UarIow,TnwAu50AP3vjKU9YotpjFg
5,zero-degrees-city-of-industry-3,"super friendly workers here !it 's been a long anticipated wait , but zero degrees is officially open in the 626/sgv !grand opening weekend promotion ( 9/19-9/20 ) ; first 100 customers get a free drink , and bogo deals saturday and sunday !p.s .i 'm a slight germaphobe , and this place screams clean !totally a happy customer right here haha .will definitely be back : ) and often !",pl6TrMiSEmaAMCqA_HL6kw,Los Angeles,amJzm84eHpzggCM4P8kwqw,ImATPezeJRfB3OzZIRCXCA
1,gin-sushi-pasadena,"why did i give this a four star before ?oh right , that was six years ago when i did n't know what real sushi was .: ( came here for my mom 's birthday because we really had n't had since way back in the day and thought i had fond memories of it .boy has this place changed .they took down all the memories of birthday pictures on the walls which in my opinion made this place unique .the carpet is totally gone and has n't been replaced so there 's just flat concrete with leftover residue from the paste , totally unappealing .i recognized two of the original sushi chefs but staff was definitely changed as well .nowadays , i usually make it mandatory for me just to order nigiri since i 'm not a fan of rolls anymore .i made it an exception this night for old time 's sake .big mistake .ordered around five rolls , pasadena roll , omega 3 roll , white roll , bscr , and the cherry blossom roll .the first four tasted all the same .smothered in gallons of sauces of all colors and sweet as can be .the cherry blossom was decent since there was n't any sauce but the quality is n't on par with sushi restaurants i 'm used to now .not trying to be a sushi snob but this americanized sushi really isnt for me anymore .what 's worse is that i had stomach pains for the rest of the night .i do n't think it was necessarily food poisoning , but just that my body was n't used to processing so much mayo and sweet sauces .they give complimentary tshirt now with your birthday .i think it used to be a fried green tea ice cream before.oh well .ca n't say i will ever be coming back .",OKKfEypDO-42cBQaddaeQQ,Los Angeles,aBhAk0h3UK2e4ur9SQ6YRg,h9V1swzsIeTLzJM_y3Oe6Q
